step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
154,0.01204,0.00802666667,160.353,0.16,0,200,171,29,0,0,6900,0,587374,904,0,0,76.5
155,0.0122,0.00813333333,161.964,0.16,0,200,171,29,0,0,6944,0,589614,904,0,0,77.1
156,0.01236,0.00824,163.44,0.16,0,200,171,29,0,0,6974,0,591854,904,0,0,77.7
157,0.01252,0.00834666667,164.914,0.16,0,200,171,29,0,0,7008,0,594100,904,0,0,78.3
158,0.01268,0.00845333333,166.351,0.32,0,200,171,29,0,0,7062,0,596358,912,0,0,78.9
159,0.013,0.00866666667,173.59,0.32,0,200,171,29,0,0,7124,0,598600,952,0,0,79.9
160,0.01316,0.00877333333,174.566,0.16,0,224,195,29,0,0,7380,0,614446,952,0,0,81.1
161,0.01332,0.00888,176.408,0.16,0,224,195,29,0,0,7420,0,616694,952,0,0,81.7
162,0.01348,0.00898666667,177.97,0.16,0,224,195,29,0,0,7460,0,618944,952,0,0,82.3
163,0.01364,0.00909333333,179.518,0.16,0,224,195,29,0,0,7502,0,621192,952,0,0,82.8
164,0.01372,0.00914666667,180.301,0.08,0,230,201,29,0,0,7682,0,636999,982,0,0,84.4
165,0.0138,0.0092,181.001,0.08,0,230,201,29,0,0,7741,0,639239,982,0,0,84.8
166,0.01384,0.00922666667,181.272,0.04,0,236,207,29,0,0,8029,0,655041,988,0,0,85.8
167,0.01388,0.00925333333,181.378,0.04,0,236,207,29,0,0,8242,0,657281,988,0,0,86.0
168,0.01392,0.00928,181.405,0.04,0,236,207,29,0,0,8428,0,659523,988,0,0,86.3
169,0.01396,0.00930666667,181.687,0.04,0,236,207,29,0,0,8621,0,661765,992,0,0,86.7
170,0.014,0.00933333333,181.403,0.04,0,236,207,29,0,0,8796,0,664005,992,0,0,87.0
171,0.01404,0.00936,181.71,0.08,0,236,207,29,0,0,8922,0,666245,994,0,0,87.2
172,0.01412,0.00941333333,184.82,0.08,0,236,207,29,0,0,9024,0,668485,1048,0,0,87.6
173,0.0142,0.00946666667,186.121,0.08,0,237,208,29,0,0,9354,0,670725,1048,0,0,87.9
174,0.01428,0.00952,187.535,0.08,0,237,208,29,0,0,9516,0,672965,1048,0,0,88.3
175,0.01436,0.00957333333,189.149,0.08,0,237,208,29,0,0,9647,0,675205,1048,0,0,88.6
176,0.01444,0.00962666667,190.475,0.08,0,237,208,29,0,0,9755,0,677449,1048,0,0,89.0
177,0.01452,0.00968,191.706,0.16,0,237,208,29,0,0,9849,0,679699,1048,0,0,89.3
178,0.01468,0.00978666667,196.127,0.16,0,240,211,29,0,0,9982,0,681939,1088,0,0,89.8
179,0.01484,0.00989333333,199.053,0.16,0,244,215,29,0,0,10098,0,684191,1088,0,0,90.3
180,0.01492,0.00994666667,200.197,0.08,0,269,240,29,0,0,10468,0,700060,1088,0,0,91.1
181,0.015,0.01,201.295,0.08,0,269,240,29,0,0,10561,0,702312,1088,0,0,91.5
182,0.01508,0.0100533333,202.275,0.08,0,269,240,29,0,0,10644,0,704564,1088,0,0,91.9
183,0.01516,0.0101066667,203.24,0.08,0,270,241,29,0,0,10727,0,706810,1088,0,0,92.2
184,0.0152,0.0101333333,203.608,0.04,0,276,247,29,0,0,11251,0,722618,1094,0,0,93.3
185,0.01524,0.01016,203.808,0.04,0,276,247,29,0,0,11391,0,724858,1094,0,0,93.6
186,0.01528,0.0101866667,203.952,0.04,0,276,247,29,0,0,11484,0,727098,1094,0,0,93.9
187,0.01532,0.0102133333,204.22,0.04,0,276,247,29,0,0,11611,0,729338,1096,0,0,94.1
188,0.01536,0.01024,204.327,0.04,0,276,247,29,0,0,11678,0,731578,1098,0,0,94.4
189,0.0154,0.0102666667,204.491,0.08,0,276,247,29,0,0,11709,0,733818,1100,0,0,94.7
190,0.01548,0.01032,207.095,0.08,0,276,247,29,0,0,11729,0,736058,1142,0,0,95.0
191,0.01556,0.0103733333,208.146,0.08,0,276,247,29,0,0,12028,0,738298,1142,0,0,95.4
192,0.01558,0.0103866667,208.448,0.02,0,286,257,29,0,0,12907,0,767684,1142,0,0,96.2
193,0.0156,0.0104,208.819,0.02,0,286,257,29,0,0,13446,0,769924,1142,0,0,96.4
194,0.01562,0.0104133333,208.909,0.02,0,286,257,29,0,0,13669,0,772184,1142,0,0,96.6
195,0.01563,0.01042,208.891,0.01,0,289,260,29,0,0,14141,0,788116,1142,0,0,97.0
196,0.01564,0.0104266667,208.845,0.01,0,289,260,29,0,0,14342,0,790356,1142,0,0,97.2
197,0.01565,0.0104333333,208.83,0.01,0,289,260,29,0,0,14457,0,792598,1142,0,0,97.3
198,0.01566,0.01044,208.827,0.01,0,289,260,29,0,0,14562,0,794838,1142,0,0,97.5
199,0.01567,0.0104466667,208.844,0.01,0,289,260,29,0,0,14616,0,797080,1142,0,0,97.6
200,0.01568,0.0104533333,208.891,0.02,0,289,260,29,0,0,14651,0,799320,1142,0,0,97.8
201,0.0157,0.0104666667,209.025,0.02,0,289,260,29,0,0,14687,0,801560,1142,0,0,98.0
202,0.01572,0.01048,209.208,0.02,0,289,260,29,0,0,14708,0,803800,1142,0,0,98.2
203,0.01574,0.0104933333,209.462,0.02,0,289,260,29,0,0,14720,0,806040,1142,0,0,98.3
204,0.01576,0.0105066667,209.784,0.02,0,289,260,29,0,0,14744,0,808280,1142,0,0,98.5
205,0.01578,0.01052,210.178,0.02,0,289,260,29,0,0,14838,0,810520,1142,0,0,98.7
206,0.0158,0.0105333333,210.648,0.04,0,289,260,29,0,0,15035,0,812760,1142,0,0,98.9
207,0.01584,0.01056,211.636,0.04,0,289,260,29,0,0,15249,0,815000,1142,0,0,99.1
208,0.01588,0.0105866667,212.638,0.04,0,289,260,29,0,0,15399,0,817240,1142,0,0,99.3
209,0.01592,0.0106133333,213.66,0.04,0,289,260,29,0,0,15505,0,819480,1142,0,0,99.5
210,0.01596,0.01064,214.682,0.04,0,289,260,29,0,0,15585,0,821724,1142,0,0,99.7
211,0.016,0.0106666667,215.709,0.04,0,289,260,29,0,0,15662,0,823970,1142,0,0,100.0
212,0.01604,0.0106933333,216.73,0.08,0,289,260,29,0,0,15736,0,826220,1142,0,0,100.2
213,0.01612,0.0107466667,218.779,0.08,0,289,260,29,0,0,15808,0,828462,1142,0,0,100.5
214,0.0162,0.0108,220.745,0.08,0,289,260,29,0,0,15881,0,830714,1142,0,0,100.8
215,0.01628,0.0108533333,222.658,0.08,0,289,260,29,0,0,15955,0,832968,1142,0,0,101.1
216,0.01636,0.0109066667,224.494,0.08,0,289,260,29,0,0,16027,0,835220,1142,0,0,101.4
217,0.01644,0.01096,226.241,0.08,0,289,260,29,0,0,16092,0,837472,1142,0,0,101.7
218,0.01652,0.0110133333,227.912,0.16,0,289,260,29,0,0,16160,0,839722,1142,0,0,102.1
219,0.0166,0.0110666667,229.505,0.08,0,301,272,29,0,0,16411,0,855540,1148,0,0,102.8
220,0.01668,0.01112,231.028,0.08,0,301,272,29,0,0,16471,0,857789,1148,0,0,103.2
221,0.01676,0.0111733333,232.491,0.08,0,301,272,29,0,0,16527,0,860037,1148,0,0,103.5
222,0.01684,0.0112266667,233.906,0.08,0,301,272,29,0,0,16577,0,862285,1148,0,0,103.9
223,0.01692,0.01128,235.285,0.08,0,301,272,29,0,0,16623,0,864533,1148,0,0,104.2
224,0.017,0.0113333333,236.636,0.16,0,301,272,29,0,0,16667,0,866782,1148,0,0,104.5
225,0.01716,0.01144,241.499,0.16,0,302,273,29,0,0,16708,0,869022,1188,0,0,105.1
226,0.01724,0.0114933333,242.83,0.08,0,308,279,29,0,0,16943,0,884826,1188,0,0,105.8
227,0.01732,0.0115466667,244.439,0.08,0,308,279,29,0,0,17011,0,887066,1188,0,0,106.2
228,0.0174,0.0116,245.915,0.08,0,308,279,29,0,0,17070,0,889310,1188,0,0,106.5
229,0.01742,0.0116133333,246.183,0.02,0,321,292,29,0,0,17483,0,918931,1188,0,0,107.2
230,0.01744,0.0116266667,246.319,0.02,0,321,292,29,0,0,17691,0,921180,1188,0,0,107.4
231,0.01746,0.01164,246.373,0.02,0,321,292,29,0,0,17849,0,923432,1188,0,0,107.6
232,0.01747,0.0116466667,246.335,0.01,0,324,295,29,0,0,18181,0,939246,1188,0,0,108.0
233,0.017475,0.01165,246.232,0.005,0,327,298,29,0,0,19761,0,955064,1188,0,0,108.5
234,0.01748,0.0116533333,246.048,0.005,0,327,298,29,0,0,20274,0,957306,1188,0,0,108.6
235,0.017485,0.0116566667,244.134,0.005,0,327,298,29,0,0,20601,0,959557,1188,0,0,108.8
236,0.01749,0.01166,245.075,0.005,0,327,298,29,0,0,20733,0,961818,1189,0,0,108.9
